title,time,realLikeCount,duration,auth
"第一个是彩蛋~有人知道第二个动画片跟第三个为啥不一样嘛？

#火影忍者 #火影手游 #火影忍者手游 ",2022-01-17 19:55:24,28831,167733,稳白🍳火影忍者疾风传
新赛季新目标：冲刺三战神! #和平精英  #和平精英渐远   #大吉大利和平年 ,2022-01-17 19:56:04,26483,52333,独角兽·和平精英·渐远
与赤酱连麦联合举报？最后没想到官方居然？@赤酱【907】(O3x4p4mm3e37z5sa) @快手直播(O3xt9mgncg876bby) #快手四大才子 #李爱笑,2022-01-17 19:58:01,211952,95000,李爱笑Aixiao.、
美女更好追平平无奇的女生想法更多#情感  #追女生 ,2022-01-17 19:58:33,14124,109500,彤彤鸭
广西玉林，两位新郎接亲途中相遇，交换红包祝福彼此！ #婚庆车队  #婚礼车队  #接新娘,2022-01-17 19:58:41,386046,12100,南国今报
少年意外救下失去四枝的金发吸血鬼，甘愿为她而死，这给活了几千的吸血鬼整不会了，她从来没有见过这样的人类， 两人之间的故事随即展开 #动漫剪辑  #二次元 ,2022-01-17 19:58:49,166023,199291,12电影
到底是南方冷还是北方冷？老公嘴上不承认，睡觉时却... #小夫妻日常 ,2022-01-17 20:00:00,33475,64666,四季妈妈-小龙
这回你们绝对想不到#摘耳机变身  ,2022-01-17 20:00:00,14971,9483,AG超玩会王者一诺
骑士无一存活，一场注定是悲剧的战争 #二次元新星  #冬日暴击  #快手漫动力 ,2022-01-17 20:00:54,3618,195120,国漫疯
弟弟的实际含义其实是 永远长不大一小屁孩 #人鱼线的pdd,2022-01-17 20:00:59,29693,18400,寡王且多年-
#部落冲突十四本天蓝流部落战 #部落冲突,2022-01-17 20:01:01,5561,215366,部落冲突徐庶（技术徐）
#集结吧光合创作者 #农村大实话,2022-01-17 20:01:26,3559,161200,东北🉐英子吖
今天分享这款气质裸色美甲的教程～显白天花板yyds #爆闪碎钻 #气质裸色 #美甲教程,2022-01-17 20:02:16,23001,68133,奕妃美甲（优选）
陈法蓉偷偷观察，蔡少芬婚前婚后的变化，生活本来就是柴米油盐酱醋茶 #陈法蓉 #蔡少芬 #我在快手追综艺 @快手热点(O3xddgkd5fav5if9),2022-01-17 20:06:32,2690,69680,芒果小编导
我觉得没毛病啊！ #搞笑 #你们被催婚了吗 @米娜 爷爷(O3xaiq25yaguhhya) @米娜妈妈(O3xw3q7ucfi4dg4y),2022-01-17 20:06:45,116612,31333,天天
还有好多人分不清前蹄后蹄。 #猪蹄 #美食 #三农,2022-01-17 20:07:41,28886,95724,左手刀鹏哥
这局斗地主，搞我春天也可能，必须坚挺必须猛#爱游斗地主 #斗地主 #大老鹏斗地主,2022-01-17 20:07:53,11305,83708,大老鹏
北京冬奥村明起闭环管理。#北京冬奥会 #冬奥村 #闭环管理,2022-01-17 20:08:03,2800,6000,北京交通广播
家里碗没刷地没擦爸爸就睡觉，谁料儿子跟妈妈说：跟我爸“离婚”吧…网友：已鉴定完毕，是亲儿子😅    #黄河电视台 #萌娃搞笑日常,2022-01-17 20:09:20,23820,7633,黄河电视台
＃光合创作者计划 ＃刺激战场老玩家回忆视频,2022-01-17 20:12:54,3029,107616,微微游戏解说（画质助手）
#集结吧光合创作者 这样的女婿人品真不错,2022-01-17 20:15:11,11660,184300,小秀豪！
淡妆真的yyds，巨简单淡妆公式，清纯拿捏了~ #妆容教程 #伪素颜妆 #化妆,2022-01-17 20:16:39,88675,181433,拜托辣油
易子而食，折骨为炊 #历史  #东周列国  #楚庄王@快手热点(O3xddgkd5fav5if9) ,2022-01-17 20:18:04,1587,143500,正史叨叨
蓝朋友不同场合的着装，你认识几套？ #消防蓝朋友 #天津 #消防服,2022-01-17 20:18:28,24679,11760,天津消防
一个比一个厉害！#集结吧光合创作者 #搞笑配音 #搞笑视频  @快手热点(O3xddgkd5fav5if9),2022-01-17 20:20:44,2073,53833,酷哥（搞笑配音）
一首记得咱的家送给最可爱的天使们，你们辛苦了 #向一线工作者致敬 #众志成城抗击疫情 #正能量  @快手热点(O3xddgkd5fav5if9)  @我要上热门(O3x8er38dpbhvbaa),2022-01-17 20:22:12,7703,111700,长安情怀馆
烟酒涨价通知 #分享有用信息 #感谢大家的点赞评论转发,2022-01-17 20:22:17,10435,118655,文艺广播王晴
磁带里是祁薄言和纪望在一起的声音#快手慢动力 #冬日暴击 #快看漫剧,2022-01-17 20:22:31,6364,174666,「熊猫动漫」
此男只应___有？ #内双,2022-01-17 20:22:32,19620,5133,廖健淇
四个老大，三个卧底，最好的兄弟还走了，心疼老于。#悍城 #猕猴桃跨年必看 #快手娱乐星熠计划第五期,2022-01-17 20:22:51,16563,89440,娇娇影视
#电影狄仁杰之骷髅将军 @快手热点(O3xddgkd5fav5if9),2022-01-17 20:23:23,6396,63680,独享影剪
"#好犬出自V先生  #延安革命根据地 🇨🇳传我陕北文化🇨🇳扬我🇨🇳中华神犬🇨🇳
护我华夏永世不衰
🇨🇳中国万岁🇨🇳",2022-01-17 20:24:25,24526,351016,V先生的飞马
就问你气不气哈哈哈隔 #影子 #苏温柔,2022-01-17 20:24:44,310108,25133,苏温柔･
#这样的身材打几分 晚上好呀😜,2022-01-17 20:25:09,3354,10666,77有点胖呼呼
女子正准备出门和闺蜜约会，看到孩子瞬间心软，没想到下一秒老公不见人影 #孩子是妈妈的软肋 #意外不意外 #哭笑不得（张祺琳）,2022-01-17 20:25:22,32561,12900,掌上巴彦淖尔
顾客收到的饭少了，说是商家故意少装的，被商家怒怼，大家评论一下谁对谁错  #黑龙江创作者联盟 #外卖 #外卖差评,2022-01-17 20:28:10,51061,88147,外卖观察666
#擦玻璃蹦迪,2022-01-17 20:29:03,16158,6033,米叮Z
蛋总有点气质😅 #一定要看到最后哦 #配音兼职 #配音,2022-01-17 20:30:11,137250,117700,Huang黄金
冬天不想跑步？找一个贼能跑的小伙伴陪你啊！快圈ta #快来露两手 #2021体育快盘点 #集合吧光合创作者,2022-01-17 20:31:05,41198,44733,爱跑步的李老师
@婉婉喝可乐(O3x8mn3hysejvimw) 四川的田螺 四川的人 想吃吗  宝宝 #下饭菜 #麻辣田螺 #美味下饭菜,2022-01-17 20:31:14,73339,47000,问天解说（招打手）
#原产地现摘现发 #优质农产品 #广西武鸣沃柑,2022-01-17 20:32:39,1188,22533,芒果兄弟
#快乐源泉 #奶茶 遇到奶茶侠了#谁说站在光里的才算英雄,2022-01-17 20:35:06,7755,10333,巴彦淖尔广播电视台
#电影狄仁杰之骷髅将军 #快手娱乐星熠计划第五期 #我在快手追好剧 女孩生前被害 死后被安排成婚不料突然复活,2022-01-17 20:35:26,61992,71613,暖洋剪辑哥
#花城 #私设 #樱九Yoki 最好听的歌曲要唱给最喜欢的人,2022-01-17 20:35:51,15887,20700,樱九Yoki.
直播啦！@大鹿鹿的朋友圈(O3xx4k6pzvipzwqa),2022-01-17 20:38:38,6719,8100,鹿鹿☝️
二宝身上痒都孬破好几处地方了，今天带着她去洗澡，婆婆听见了临时决定也去。晚上婆婆说小姑子跟同村的几个女孩做指甲还没回来，婆婆不高兴了，一直说婆妹妹，我当嫂子的也不好说啥，只能希望一家人，别生气。 #关爱孤寡老人 #村里那些事,2022-01-17 20:43:41,38438,299450,文静❤20号厨房电器
#搞笑视频 #爆笑视频  @快手热点(O3xddgkd5fav5if9),2022-01-17 20:43:56,23686,16040,搞笑＠视频
痞帅才是王道！ #痞帅,2022-01-17 20:44:22,427494,7100,JM👑boy
"静电打乒乓~ 姥姥演示判断失误了！
 #物理实验  #打乒乓球  #静电实验",2022-01-17 20:48:07,2297,130440,不刷题的吴姥姥
#集结吧光合创作者,2022-01-17 20:48:10,6186,187310,河南潘汉秋
为什么不尝试一下把最爱的前任追回来？ #搞笑,2022-01-17 20:48:55,1557,7400,丁凌娜
妈妈的爱如笑声一般绵绵不绝#妈妈的爱  #回家过年  ,2022-01-17 20:49:49,453373,8880,湖北发布
你好，2022 #泼水成冰,2022-01-17 20:50:31,93709,15633,海扬
#日常volg #合租男女  女室友的表姐有喜欢的人了？,2022-01-17 20:52:54,42784,119300,小酒窝呢🧸
#集结吧光合创作者 #家庭婚姻情感 #农民工,2022-01-17 20:53:14,42995,195166,心兰【228】
刚加的女生找你要红包怎么办？  #情感 #恋爱,2022-01-17 20:53:34,57136,69560,哦耶旭旭
我已经使出我的看家本领了，这下你该学会了吧！ #搞笑学车,2022-01-17 20:53:47,55205,10000,驾考丁笑长🔥
隔壁加息，我们降息！ #财经  #投资  #降息 ,2022-01-17 21:01:27,1898,191416,许琼娜
快解封了😛,2022-01-17 21:01:59,15892,7741,💦✨瑶瑶🌴💫
卖狗老板凭借高超话术，成功让小姐姐鬼迷心窍拿下3只阿拉斯加  #集结吧光合创作者 #万物皆有灵 #快手宠物斯卡 @快手热点(O3xddgkd5fav5if9),2022-01-17 21:04:00,171034,12413,唐宫夜宴
看见这位小伙子请赶紧报警！学生实习挨批后失联，家人心急如焚 #16岁男生上海实习期间失联  ,2022-01-17 21:04:15,43612,145680,记者小姐姐海群
某人拍这个视频的时候还害羞 那我替他拍吧 @不是男明星！(O3xpmixn42ydef5u),2022-01-17 21:08:52,24228,7100,_ 靳烨漩.
#ONE家灯火话团圆 #春节新知锦囊 #社保知识 一定不能忽略这一点！,2022-01-17 21:08:55,60834,107933,刘雯
这是不是你女朋友在路上看到美女的样子 #次元星企划 #汉服,2022-01-17 21:11:51,82227,8233,大壮爱莫离
饭最分子:就很无语 #宅间轻喜剧 @李美鑫的江湖(O3xwiqp2xm6p3hes),2022-01-17 21:13:28,663490,79100,李美鑫
当你吃瓜子时吃到一颗坏的#搞笑配音 #小闫爆笑动物 #搞笑动物配音,2022-01-17 21:14:51,4341,16216,小闫爆笑动物
#挖大薯 #紫薯 #红薯,2022-01-17 21:17:17,41325,221516,难道这是梦→户外
感谢你把手捧花留给了我，祝你新婚快乐！幸福永远！愿天底下的闺蜜们都能友谊长长久久～ #中韩情侣 #闺蜜,2022-01-17 21:20:05,329831,98300,不聪明和大眼妹
"咱也来个文艺复兴哈哈哈哈哈哈
 #功夫摇 @a陈星宇.(O3xcnyfnpqn8h8ym) @迷人的陈三🎣.(O3xt73u6kwjp4uf9)",2022-01-17 21:21:03,240063,92100,佳利大可爱 💛
要不是被挡住了，结局也不会这样 #长板,2022-01-17 21:22:42,58230,16000,死直男、阿希
网上谈了两年恋爱，约好今天见面没想到，是老同学，这下尴尬了…… #搞笑,2022-01-17 21:23:19,17343,18320,淑雯❤️
终于看到阿诚的真容啦！但没想到他的真面目竟然是…  #冬日暴击 #动漫推荐 #双男主  @快手热点(O3xddgkd5fav5if9),2022-01-17 21:24:11,138322,100733,王三儿（漫剪）
这个制作过程也太治愈了～快帮我的娃娃取个名字 #聚餐吃点啥 #家乡年味,2022-01-17 21:26:22,48002,191433,陈哦哦.
除了李清照你们还知道谁是女词人吗？ #李清照 #冬日暴击 #国风 原创来自@李清照大人(O3xuuvb52xkkyab4)  刚刚音乐有毒,2022-01-17 21:26:29,375180,11845,肉脸橙
挽回形象了吗 #欧美帅哥 #颜值 #raphael_ft,2022-01-17 21:26:36,121529,9933,高质量老外.
还想看啥 说 #短剧MCN影响力大赛 ,2022-01-17 21:26:43,74926,21166,猫儿🐱
和 @怪味阿追(O3xmpwtq6tv2frng) 的友谊竟然止步于...？ #聚餐吃点啥 #整个硬菜过大年,2022-01-17 21:27:26,118589,39572,饿货小葱仔
成吉思汗的蒙古铁骑有多恐怖？他和他的子孙对世界格局的影响有多大？ #ONE家灯火话团圆  #春节新知锦囊#成吉思汗 ,2022-01-17 21:28:52,29299,467920,楠哥有财气
来 𝓺𝓺群⃤𝟟𝟞𝟝𝟘𝟙𝟞𝟞𝟝𝟞 告诉我瑜伽裤和鲨鱼裤的区别 #瑜伽裤 #鲨鱼裤 #猛男必看,2022-01-17 21:30:02,5293,9300,是小夏啊
服了 #130斤微胖穿搭 #130斤微胖女生,2022-01-17 21:30:22,18112,10066,肉装小Cherry🍒
#李玉刚华夏 “如果信念有颜色，那一定是中国红！”,2022-01-17 21:31:05,20881,39100,李玉刚（玉先生）
真羡慕我男朋友有我这么好的女朋友！油泼面yyds！ #最强干饭王 #平凡的日子 #Vlog日常,2022-01-17 21:32:08,18480,108650,是郭雨妍
一场意外妻子成了植物人，丈夫20年不离不弃坚守。网友：这一幕相信爱情了。 #暖心 #暖心 #正能量,2022-01-17 21:33:07,48679,7100,弥勒广播电视台
 #山东青岛 如何用一个诗标题展示身份，“不好意思啊李同学”,2022-01-17 21:39:41,159902,10880,海报新闻
许晴的魅力有多大？已婚男和富豪统统收入囊中，如今又搭上肖战 #许晴,2022-01-17 21:40:32,16784,271566,圈里的圈
#父亲 #情感故事  #家庭婚姻情感 ,2022-01-17 21:41:33,2615,295800,你知不知.我中意内啊
韩信新皮肤傲雪梅枪 #游戏凡星计划 #王者荣耀,2022-01-17 21:41:59,12029,69733,王者荣耀 莫寒
#集结吧光合创作者,2022-01-17 21:44:29,1657,242000,万物皆可翻新
小酥肉做法 #家乡年味 @宸小嫣(O3xh7nin6eemszve) @小小龙女_🐝(O3xmpviuppsxnrzk),2022-01-17 21:48:49,111678,269300,小屁孩美食
#智勋  #呆妹  #沫子  高手过招，招招致命,2022-01-17 21:49:13,6846,55550,LOL智勋与陪玩
#缘份让我们相遇  #你愿意和我做朋友吗,2022-01-17 21:50:19,3047,7206,☞l586O554765
#湘西芙蓉镇C位小姐姐 #少数民族服饰,2022-01-17 21:52:07,15938,6933,C位小姐姐🤗源儿哟💜
团结一家亲情#一定要看到最后哦 #说说你的看法,2022-01-17 21:53:27,122760,245166,柏双优选
女孩子的风格当然要多样啦 #我方阵容介绍 #你好2022 #冬日暴击,2022-01-17 21:54:01,42718,7533,猫七baby🍓
还没分开多久对方就无缝衔接，看到后瞬间就感觉天都塌了，好心塞，吃不下饭，反胃，好难受受 #感情,2022-01-17 21:56:02,5264,32733,良良情感
低音炮 #苹果前置,2022-01-17 21:56:41,30248,25933,王铂涵本尊
#马嘉祺身材管理好绝 家人们，来浅尝一下吧！我不允许还有谁没被小马哥蛊到！ #马嘉祺 #时代少年团,2022-01-17 21:58:35,86968,21160,半只菠萝头
“我对女人Y不起来。”#家庭婚姻情感 #男人 #春节新知锦囊 ,2022-01-17 22:00:00,8521,179633,北京青年x凉子访谈录
积极向上 #篮球教学,2022-01-17 22:00:56,1219,18600,中投小王子🏀
现在晚上十点我说想和你去天台看星星、你会觉得我脑子坏掉吗？ #动感电流舞 #抖抖更健康 #性感美女,2022-01-17 22:08:11,2256,9700,Ki 🇨🇳mi
中药粉忘记打了，做法在评论区，好好学吧,2022-01-17 22:08:46,55516,389500,比尔盖南（南哥）
"第5集｜#红番区  #快手放映室  #快手娱乐星熠计划第五期  @快手热点(O3xddgkd5fav5if9) 
这一跳打进好莱坞",2022-01-17 22:12:05,54349,79204,永燃影视
有时善意的谎言也是一种保护，希望所有的努力都终有回报！ #记录我的农村生活  #家乡美食  #快手幸福乡村带头人  @快手乡村(O3x28vpis8aqasf2)  @快手热点(O3xddgkd5fav5if9)  @快手平台帐号(O3xa3cpv8sghbu8m) ,2022-01-17 22:12:59,75172,199616,春梅和阿杰
#王者荣耀,2022-01-17 22:13:38,56702,115320,王者荣耀资讯君
第一段｜僵尸沉睡千年，被意外挖出＃僵尸电影  ＃经典僵尸电影,2022-01-17 22:14:36,25770,138474,天天高清影视
#国宝熊猫 #大熊猫 #铲屎官的乐趣  大熊猫奶妈：嗯！手感真不错，打包回家再rua！,2022-01-17 22:18:35,35981,9100,熊猫滚滚
"我想知道你们的看法
喜欢此类视频记得点个赞~ #CF机甲风暴  #CF泰坦入侵  #CF全球狂欢",2022-01-17 22:19:09,192172,168516,CF称魂学长（加油）
#80后的我们,2022-01-17 22:21:06,2263,6333,缺一人白首
1月15日，山东潍坊。#萌娃烫完头崩溃到薅头发大哭：说好帅帅的发型呢？,2022-01-17 22:22:45,19984,10733,四川观察
#男女摔跤 #wwe #摔角 每天更新，喜欢双击关注一下,2022-01-17 22:23:13,8664,93400,wwe精彩摔跤
长门平时都是怎么保存六个佩恩的？外道魔像可能是关键 #冬日暴击 ,2022-01-17 22:24:16,18146,168480,小侃爱动漫
#汤加火山猛烈喷发 #汤加火山喷发 科学理性看待火山爆发。,2022-01-17 22:28:13,7563,276833,朴素知道
摊牌了，我只有三种颜色画向日葵～🌻🌻🌻 #水彩 #水彩风景 #南雨迷你水彩 🍀🍀🍀,2022-01-17 22:34:00,22465,70633,南雨
#核酸检测  排队现场，俩大姐吵架不忘间隔一米，防护意识很强嘛！,2022-01-17 22:34:46,7908,8200,河南都市报道
公公回家过年，婆婆飞奔想要抱抱，未料公公却先抱起孙子，婆婆醋坛子翻了！ #集结吧光合创作者  #婆婆 @快手热点(O3xddgkd5fav5if9),2022-01-17 22:38:17,1956,16100,唐宫夜宴
跟车技术哪家强，还得看武汉公交 #武汉公交 ,2022-01-17 22:40:14,416537,6200,湖北发布
终于明白为什么不愿意给乞丐钱了… #冬日影娱大作战 #快手娱乐星熠计划第五期,2022-01-17 22:44:50,578348,39120,娱小七
说说你眼中的哈登是什么样的 #詹姆斯哈登,2022-01-17 22:50:01,8347,10666,首  发  控  卫
朴孝敏 #韩国美女热舞  #劲爆热舞  #魔鬼身材,2022-01-17 22:56:40,12751,95982,_冬天来了！
#集结吧光合创作者 #对口型,2022-01-17 22:57:04,5332,8800,天天小可爱♧
"#集结吧光合创作者 #科幻 #奇人轶事 @快手光合创作者
【黑太阳下】美国人体辐射实验揭露了人体的奥秘，我们或许能成仙

我们假设，当人类真正能够像神话中的仙人一般不需要从五谷杂粮中获得能量后，人体也就没有了新陈代谢的必要。细胞不在会因为缺少例如氨基酸之类的物质进行自我破坏，也就不会衰老；在能量运用的角度上，我们似乎也看到了永生的可能性。

几千年前的古人们，它们怎么会理解能量？是谁告诉这些古人，神仙可以从自然界中吸收能量的？而更诡异的是，那些国家对人体进行的辐射实验，他们究竟想要知道什么？

冷聚变 晶格核聚变 能量 光速 永生 仙人 炼丹术 湮灭 反物质 核聚变 美国人体实验 水的秘密",2022-01-17 22:57:06,8060,333625,陀宇宙
边牧：二哈，阿拉在我面前，都是弟弟  #哈士奇  #边牧  #阿拉斯加 ,2022-01-17 23:03:09,7379,25200,萌叔（家有萌宠）
新年显白的堆钻美甲仙女必做，教程安排 #新年美甲 #堆钻美甲 #美甲教程,2022-01-17 23:11:36,9642,58333,欧琳汀美甲饰品
这样的路口太复杂了，看了我发慌，心惊胆颤 #道路千万条安全第一条 #出行注意安全 #珍爱生命安全第一,2022-01-17 23:15:03,3250,15000,豫见china
开挂男主在异世界造了个意大利炮 #动漫  #世界顶尖的暗杀者转生为异世界贵族  #冬日暴击 ,2022-01-17 23:20:54,2290,131400,CC看动漫
#人生如戏戏如人生，每个人都上演不同的角色。演好了就是喜剧，演杂了就悲剧。 #人间温暖 #张小春,2022-01-17 23:26:01,31119,128233,张小春
锯腿还是正骨！#医生  #刘佩琦  #快手影视计划  @快手剧综创作者  ,2022-01-17 23:27:44,8920,199680,曹操说剧
1月17日，浙江杭州。 #春运采访偶遇百万粉丝博主 @大蒜好好吃(O3xk9faqhtdiqgxc)  “我是吃饭包那个男孩子”，回家带的这份“特殊的礼物”估计会被“打”出来吧🤭 #第一批回家过年的人已就位 #杭州东站是什么神仙地方,2022-01-17 23:28:03,71456,20266,杭州日报
这个舞本来就这样跳的 #动感电流舞,2022-01-17 23:29:14,20562,10133,十一酱
#征信 #个人征信马上要大变天了！@快手热点(O3xddgkd5fav5if9) @我要上热门(O3x8er38dpbhvbaa) #新闻 @快手光合作者助手(O3xxpf2m4brbf3pe),2022-01-17 23:30:23,9777,188458,主持人鲁豫
女主终于要开始一步一步计划着拿回自己本有的东西了。这看着过瘾啊！ @快手热点(O3xddgkd5fav5if9)  #快手娱乐星熠计划第五期  #星熠萌新计划 ,2022-01-17 23:30:41,44302,79454,立夏影视
强迫症被爱情感化后竟然吃上了大肠 #影视解说  #快手娱乐星熠计划第五期  #冬日影娱大作战  ,2022-01-17 23:36:01,99719,169200,尼克影_笑剪
声明：由于本人无法接受自己长期单身 所以从今天起 本人擅自决定对外声称自己已婚 望周知 #次元星企划 #冬日暴击 #我的心可不冷,2022-01-17 23:43:27,178168,6200,漫画芋
刚刚！大连市1名集中隔离人员新冠肺炎核酸检测结果阳性！连续5天核酸阴性！ #本地代言官 #连博说疫情 #大连疫情 @快手热点(O3xddgkd5fav5if9),2022-01-17 23:46:09,50413,118666,主持人 连博
#集结吧光合创作者 #战争 #历史,2022-01-17 23:47:39,3706,233560,馆长玉先生
第一集 | 这样的能力与未来，你羡慕了吗？ #星熠萌新计划#快手放映室  @快手热点(O3xddgkd5fav5if9)  #集结吧光合创作者 ,2022-01-17 23:48:08,44264,158966,子萱电影（低价收徒）
谁不想拥有一个西施女友呢#西施,2022-01-17 23:52:47,45096,6066,石一🐻
如果我在漂亮一点就好了  可惜我相貌平平惊艳不了谁,2022-01-18 00:00:20,8884,10877,…．．🐠
战斗民族玩起文艺，就是心有猛虎，细嗅蔷薇#严寒老人  @快手热点(O3xddgkd5fav5if9),2022-01-18 00:03:59,5052,18120,会火
周姐变身深田挺美！ #周淑怡,2022-01-18 00:07:06,21908,104400,主播名场秀
 #冬日暴击   #友人映画 #王者别闹 ,2022-01-18 00:11:13,16052,116600,友人映画＿王者别闹
#气质穿搭 #牛仔裤搭配 #西服搭配,2022-01-18 00:12:49,6514,12880,星选搭配G63
苍蝇比老虎更可恶！#集结吧光合创作者  @快手热点(O3xddgkd5fav5if9),2022-01-18 00:17:12,3919,69241,练洪洋
老厨师教会你，如何清洗干净的大肠吃着更放心#家乡年味 #清洗猪大肠 #猪大肠清洗  @快手美食(O3xjgwdr9sfzyx89)  @快手粉条(O3xhcy6vhfzcu3qe)  @快手热点(O3xddgkd5fav5if9),2022-01-18 00:19:15,5181,199208,繁荣家常菜
手把手教你如何GANK#冬日暴击  #王者别闹 #友人映画 ,2022-01-18 00:19:33,14921,49520,友人映画＿王者别闹
#女生的腰到底有多软 #原相机 #好身材  什么“东西”只能用一次,2022-01-18 00:21:06,3237,11316,菲菲诺蒙
翻到很早一个视频 当年我还带着白头盔😂 #滥滥 #机车日常 #机车博主,2022-01-18 00:35:44,34570,13383,负债设计师滥滥
#冰雪天团 #张虹 张虹自带闪现超越对手 解说：说她滑疯了​，2022北京冬奥会加油,2022-01-18 01:19:23,6302,183760,速度滑冰快报
#快手娱乐星熠计划第五期 #快手放映室 #我在快手追好剧  @快手热点(O3xddgkd5fav5if9),2022-01-18 01:34:59,13537,176360,青影说
翻过这道网，滑雪就自由了！ #快手冰雪季 #全民冬奥快乐冰雪季 #单板滑雪,2022-01-18 01:46:48,7164,25466,喻方老师滑雪课
#祖孙情 #集结吧光合创作者  @快手粉条(O3xhcy6vhfzcu3qe)  @快手热点(O3xddgkd5fav5if9),2022-01-18 02:31:27,5044,14760,村官说法
录完才发现有个黑人在我后面... #难言1V4 ,2022-01-18 04:41:46,635654,36083,难言言x
我的选择对吗？ #剧情 #情感 #选择 @快手热点(O3xddgkd5fav5if9),2022-01-18 05:05:08,22755,177650,气质媛·商贸
直接结婚吧，不想谈恋爱了，不管你多大，疼我就行，酒给你倒，烟给你买，饭会做，老人会照顾。 #好好生活慢慢相遇 #刷到就是缘分 #开心快乐每一天,2022-01-18 05:42:13,1050,6666,y        q
众志成城，抗击疫情 ，加油！ #亲子手工 #手工 #创意手工,2022-01-18 06:17:54,5608,22800,丫丫手工屋
#和平精英 #欧皇附体 原来真的有！！！ #难,2022-01-18 06:20:52,98593,203566,v区难
没想到他去世才15年，就已经发生了两次争夺遗产的大战，令人扼腕叹息。豪门深似海，恩怨是非多。豪门也好，平民也罢，家家有本难念的经。一起转发点个赞，我们不羡鸳鸯不羡仙，过好自己的小日子就好了    #豪门  #郭晶晶  #情感  @快手粉条(O3xhcy6vhfzcu3qe)  @快手主持人(O3xnewxpguishmsc)   @快手热点(O3xddgkd5fav5if9) ,2022-01-18 06:30:07,30451,179869,主持人赵帅
#冬奥百人大咖团  @快手热点(O3xddgkd5fav5if9) 女孩刚穿越就被下旨处S，想要翻身直接侍寝…… #超好看的古装剧 #影视解说,2022-01-18 06:32:36,16051,142296,晨硕爱追剧.
特纳交易要价曝光，湖人还有戏吗？#特纳交易要价 #湖人 #NBA交易市场,2022-01-18 06:42:03,3398,57350,大话篮球
大哥大姐别往下翻了，帮妹妹点个❤️吧！不点也行，右下角➡️分析一下我们认识一下  #你们喜欢护士小姐姐嘛,2022-01-18 06:43:08,14098,19166,子涵and若素
害人终害己！ #快手放映室 @快手热点(O3xddgkd5fav5if9),2022-01-18 06:57:32,7895,83041,艳艳影视
#丈母娘 #情感故事 #家庭婚姻情感 ,2022-01-18 07:00:00,1980,339033,你知不知.我中意内啊
还是这么难听的奥特之歌！谁也不准喜欢！不准收藏！ #奥特曼之歌 #冬日暴击 #奥特曼,2022-01-18 07:04:16,4151,16800,赛罗学长
大黑牛没跑多远最终倒下。 @快手普法(O3xf8akief9qng7w) #法律 #快手法学院 #史利伟公益普法,2022-01-18 07:24:25,11793,13300,普法君
"#新闻 
好人得做，但首先要保护好自己。",2022-01-18 07:25:33,24034,132965,“娜”样说
听说#雪 是软的？小哥哥以身试法，结果，砰————！太疼了吧👀,2022-01-18 07:35:55,13566,6733,河南都市报道
百般乐器 唢呐为王 #唢呐 #乐器,2022-01-18 07:36:28,27599,9166,渭南广播电视台
执意充当西方棋子，乌克兰军队到底有多惨？连炮弹都严重不足 #军事快评 ,2022-01-18 07:39:31,5660,202120,神鸟知讯军事
深井爬行400米只为 #正能量  #社会 @快手孵化中心(O3xdexbxu4hckn3s) @快手光合作者助手(O3xxpf2m4brbf3pe),2022-01-18 07:45:00,22111,32933,六哥🔥家邻里
你养我长大，我陪你变老  #人间温暖 #我的父亲,2022-01-18 07:50:52,35930,7666,悦姐~书语
#集结吧光合创作者 面对日本选手挑衅，中国小伙撩到骑着就开砸，让他躺着下擂台，霸气十足！ #扬我国威 @快手热点(O3xddgkd5fav5if9),2022-01-18 07:53:23,27749,27040,正能量（拳击）
#北京2022年冬奥会 出战名单出炉，祝体中国运动员再创辉煌,2022-01-18 07:57:47,17922,65000,花样滑冰，艺术体操舞蹈
早上起来不要练的四个动作 #锻炼 #运动 #快手新知锦囊,2022-01-18 08:00:25,39479,24766,养生萍姐🔥
一打四真的很难吗？畏惧我的坚持和努力吧！ #香肠派对 @香肠派对小卤蛋(O3xcfez4u63xzpi4),2022-01-18 08:02:35,14595,98700,香肠派对屁屁王
#情感婚姻家庭生活 #情感树洞 #情感正能量,2022-01-18 08:09:31,7179,232700,三哥《爱心传递》
不锈钢饺子沥水盘,2022-01-18 08:10:14,1080,11566,甜甜好物分享
给你们表演个节目 #黑屏 #体育生 #腹肌,2022-01-18 08:15:56,3301,7166,杨大棒
#才艺 #画画 @快手热点(O3xddgkd5fav5if9) #二次元 快来找你们的漫画头像吧,2022-01-18 08:18:37,18039,59200,画画的熊
 心动了 #宿舍日常  #激光手术 ,2022-01-18 08:21:18,53319,9500,风尚908
#集结吧光合创作者 几十亿的特效，看着老过瘾了，新年快乐，点赞关注发财,2022-01-18 08:22:50,61623,23200,特效龙亿晨正版
"主页小黄车马超教学一定能帮助到您！
#王者荣耀热门 #王者荣耀马超 #王者荣耀 @王者荣耀流年【国服女娲】(O3xyhfjcj2nqqxc2)",2022-01-18 08:23:26,32388,51583,马超导师布欧ㅤ
#糖果  #零食,2022-01-18 08:26:18,4475,77500,果子爱吃零食
#快手有萌宠  #用快手拍萌宠 #快手萌宠天团 好可爱😘,2022-01-18 08:29:57,9769,113500,萌宠赏颜馆（卖猫咪）
世纪广场 #支持快手原创作品,2022-01-18 08:36:00,2183,16206,阳光热舞
